deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.24303532;135.06459951;-0.00043054;-0.01279850;-1.46983862;-0.00057610;-0.00056827;0.00151861 
0.25173259;135.31633210;-0.00021696;-0.01291301;-1.46993923;-0.00039206;-0.00073410;0.00052044 
0.25919557;135.57552767;-0.00015647;-0.01298615;-1.46999490;-0.00023439;-0.00085430;-0.00016011 
0.24086761;135.81639528;-0.00044260;-0.01293906;-1.47005546;-0.00093295;-0.00125367;-0.00098951 
0.24782300;136.06421828;-0.00075226;-0.01278304;-1.47027361;-0.00206077;-0.00072130;-0.00093099 
0.24694705;136.31116533;-0.00073684;-0.01280396;-1.47023416;0.00064982;-0.00117066;-0.00105756 
0.27861547;136.58978081;-0.00078214;-0.01272329;-1.47033393;-0.00068684;-0.00063790;-0.00090082 
0.22175550;136.81153631;-0.00077926;-0.01268887;-1.47035754;-0.00073325;-0.00124294;0.00099034 
0.28059196;137.09212828;-0.00067703;-0.01270976;-1.47042894;0.00005522;0.00007512;0.00286087 
0.21921730;137.31134558;-0.00032427;-0.01266861;-1.47054458;-0.00075119;0.00058465;-0.00014598 
0.26031494;137.57166052;-0.00012002;-0.01257150;-1.47062314;0.00070275;0.00009699;-0.00260085 
0.25469518;137.82635570;-0.00020157;-0.01250732;-1.47076261;-0.00036089;0.00011115;-0.00432824 
0.23773098;138.06408668;-0.00002037;-0.01244868;-1.47069144;-0.00021602;-0.00030487;-0.00030161 
0.24689174;138.31097841;-0.00010464;-0.01249788;-1.47075129;0.00016699;-0.00016316;0.00341245 
0.27079463;138.58177304;-0.00013090;-0.01241632;-1.47093928;-0.00011853;0.00052429;0.00169562 
0.22926545;138.81103849;-0.00022531;-0.01250470;-1.47105622;-0.00059572;0.00057410;0.00140694 
0.25303674;139.06407523;0.00005270;-0.01236776;-1.47112429;-0.00008557;0.00050896;-0.00017559 
0.24702549;139.31110072;-0.00001221;-0.01233507;-1.47115421;0.00043007;-0.00015194;-0.00032476 
0.24988151;139.56098223;-0.00021033;-0.01240034;-1.47123075;0.00016131;0.00024726;-0.00043595 
0.25330353;139.81428576;-0.00037535;-0.01240492;-1.47131801;0.00020903;0.00062168;0.00029242 
0.24659514;140.06088090;-0.00040562;-0.01248068;-1.47145534;-0.00010783;-0.00073867;-0.00011500 
0.25333071;140.31421161;-0.00054636;-0.01245938;-1.47147882;0.00037407;-0.00088054;0.00128693 
0.25753021;140.57174182;-0.00068483;-0.01236411;-1.47158968;0.00059753;-0.00031178;0.00028370 
0.23907399;140.81081581;-0.00068459;-0.01246503;-1.47171068;0.00024186;-0.00029441;0.00065915 
0.26529908;141.07611489;-0.00067272;-0.01256369;-1.47176826;-0.00076600;-0.00012893;0.00101826 
0.23834467;141.31445956;-0.00062459;-0.01273507;-1.47185564;-0.00039779;-0.00027735;0.00032542 
0.24627542;141.56073499;-0.00064023;-0.01281258;-1.47198200;-0.00116659;-0.00038834;0.00128286 
0.25007749;141.81081247;-0.00065596;-0.01274933;-1.47211671;-0.00031585;0.00029684;0.00087830 
0.28563619;142.09644866;-0.00074975;-0.01265897;-1.47213662;-0.00028855;-0.00031525;0.00084037 
0.21425843;142.31070709;-0.00094420;-0.01244458;-1.47225702;0.00001091;-0.00019956;0.00055150 
0.26402235;142.57472944;-0.00117394;-0.01255118;-1.47231996;0.00000197;-0.00012025;0.00097309 
0.25833941;142.83306885;-0.00161886;-0.01273634;-1.47234571;0.00021721;-0.00024202;0.00045576 
0.22799444;143.06106329;-0.00211625;-0.01259993;-1.47246361;-0.00009504;-0.00032342;0.00011378 
0.24985075;143.31091404;-0.00216624;-0.01261614;-1.47259533;-0.00071408;-0.00012814;0.00088236 
0.25028229;143.56119633;-0.00189208;-0.01271362;-1.47271681;-0.00039144;0.00059428;0.00019794 
0.25846553;143.81966186;-0.00171973;-0.01285827;-1.47275579;-0.00024359;0.00025256;0.00120310 
0.31123066;144.13089252;-0.00181973;-0.01284932;-1.47278118;0.00004737;0.00029987;0.00062160 
0.26029587;144.39118838;-0.00173068;-0.01286082;-1.47290659;0.00009331;-0.00013961;0.00009781 
0.30644822;144.69763660;-0.00175220;-0.01278500;-1.47291195;-0.00032275;0.00058331;0.00038690 
0.26009941;144.95773602;-0.00182690;-0.01266594;-1.47293425;-0.00035459;0.00108652;-0.00086304 
0.26537728;145.22311330;-0.00186829;-0.01272145;-1.47297168;-0.00064446;-0.00099548;0.00036768 
0.26034212;145.48345542;-0.00194738;-0.01273762;-1.47315609;-0.00104922;0.00031561;-0.00023948 
0.23541188;145.71886730;-0.00178044;-0.01279092;-1.47343934;-0.00065631;-0.00105136;0.00194193 
0.26032853;145.97919583;-0.00178782;-0.01298809;-1.47368824;0.00008814;-0.00100404;0.00027425 
0.25522447;146.23442030;-0.00170057;-0.01316508;-1.47381139;-0.00068062;0.00050677;0.00111703 
0.24019146;146.47461176;-0.00163304;-0.01342316;-1.47390163;-0.00115199;0.00011326;0.00087505 
0.25038218;146.72499394;-0.00154847;-0.01358801;-1.47401392;0.00026270;-0.00076826;0.00019738 
0.26547337;146.99046731;-0.00151054;-0.01353186;-1.47407198;-0.00037531;-0.00004425;0.00027439 
0.27092338;147.26139069;-0.00136559;-0.01347111;-1.47414410;0.00029253;0.00005130;0.00025454 
0.24014282;147.50153351;-0.00131504;-0.01365794;-1.47422159;-0.00026797;-0.00013646;0.00054010 
0.27083874;147.77237225;-0.00112049;-0.01387294;-1.47421277;0.00013499;-0.00012333;0.00126244 
0.26556325;148.03793550;-0.00110315;-0.01396013;-1.47424996;-0.00034953;-0.00076234;0.00090950 
0.30118299;148.33911848;-0.00135481;-0.01411697;-1.47433066;-0.00149212;-0.00054546;0.00111965 
0.24021649;148.57933497;-0.00141720;-0.01430462;-1.47440028;0.00066734;0.00013172;0.00040614 
0.27596235;148.85529733;-0.00136722;-0.01449062;-1.47446859;-0.00038697;-0.00069640;0.00097796 
0.28558683;149.14088416;-0.00122987;-0.01448550;-1.47456658;-0.00069728;-0.00074952;0.00030156 
0.25025702;149.39114118;-0.00118052;-0.01452581;-1.47460365;0.00028258;0.00044187;-0.00020511 
0.23580909;149.62695026;-0.00124714;-0.01450835;-1.47455633;-0.00006597;-0.00003440;0.00100491 
0.25572658;149.88267684;-0.00119659;-0.01446410;-1.47463322;-0.00058864;-0.00034370;0.00071550 
0.29063725;150.17331409;-0.00120786;-0.01442570;-1.47468698;-0.00048830;-0.00032054;0.00074412 
0.25034523;150.42365932;-0.00115768;-0.01437839;-1.47476304;-0.00118104;-0.00017076;0.00047382 
0.25021720;150.67387652;-0.00115479;-0.01436467;-1.47484696;0.00019534;-0.00012479;0.00291369 
0.25549984;150.92937636;-0.00097685;-0.01445323;-1.47489572;-0.00011202;-0.00052599;0.00305794 
0.29102468;151.22040105;-0.00110649;-0.01439538;-1.47498035;-0.00094998;-0.00023389;0.00116011 
0.24012685;151.46052790;-0.00132172;-0.01424752;-1.47512746;-0.00166227;-0.00065369;-0.00026611 
0.14800382;151.60853171;-0.00150394;-0.01420084;-1.47516799;-0.00148462;-0.00007713;-0.00194915 
0.06647420;151.67500591;-0.00157702;-0.01405471;-1.47524405;-0.00022155;0.00010726;-0.00262427 
0.15317678;151.82818270;-0.00163007;-0.01408061;-1.47509384;0.00005427;-0.00005314;0.00367372 
0.24761820;152.07580090;-0.00152407;-0.01413079;-1.47513294;0.00002064;-0.00090765;0.00273091 
0.24969101;152.32549191;-0.00137662;-0.01434285;-1.47520113;-0.00034065;-0.00071807;0.00224677 
0.23486185;152.56035376;-0.00142541;-0.01430473;-1.47527575;0.00023220;0.00005463;0.00158218 
0.25352454;152.81387830;-0.00138763;-0.01430927;-1.47532320;0.00056533;0.00057025;0.00343418 
0.26159239;153.07547069;-0.00147062;-0.01427565;-1.47536850;0.00035915;-0.00051322;0.00115244 
0.23837209;153.31384277;-0.00122447;-0.01444472;-1.47549474;0.00015671;-0.00130688;-0.00036191 
0.25665236;153.57049513;-0.00105795;-0.01447789;-1.47551978;-0.00009433;0.00031630;-0.00179892 
0.23946142;153.80995655;-0.00099928;-0.01442645;-1.47549784;0.00078308;0.00078548;-0.00243492 
0.25388598;154.06384254;-0.00110650;-0.01435868;-1.47555041;-0.00006165;-0.00037301;-0.00087198 
0.24849391;154.31233644;-0.00129084;-0.01424175;-1.47572136;-0.00110636;-0.00066437;-0.00007062 
0.25928044;154.57161689;-0.00147827;-0.01415984;-1.47589266;0.00286870;0.00014294;0.00175910 
0.23866129;154.81027818;-0.00163318;-0.01419002;-1.47576761;0.00078817;0.00048614;0.00161994 
0.24967742;155.05995560;-0.00163936;-0.01410346;-1.47579587;0.00028085;-0.00002508;0.00095376 
0.24972987;155.30968547;-0.00163128;-0.01401232;-1.47584021;-0.00350150;-0.00073917;0.00307721 
0.25018740;155.55987287;-0.00153554;-0.01390554;-1.47591233;0.00139638;-0.00228983;0.00435694 
0.26512647;155.82499933;-0.00136808;-0.01375760;-1.47593105;-0.00203005;-0.00138260;0.00231323 
0.23484802;156.05984735;-0.00134747;-0.01361577;-1.47624815;-0.00117076;-0.00076906;-0.00468011 
0.25335073;156.31319809;-0.00118296;-0.01363413;-1.47626913;-0.00102878;-0.00024891;-0.00280002 
0.24654102;156.55973911;-0.00119708;-0.01361031;-1.47633255;-0.00036761;0.00012109;-0.00058283 
0.24987364;156.80961275;-0.00104603;-0.01356085;-1.47627425;-0.00033449;0.00113043;-0.00208723 
0.27057242;157.08018517;-0.00102219;-0.01364185;-1.47628152;0.00043950;0.00049379;-0.00024375 
0.22943258;157.30961776;-0.00086207;-0.01369944;-1.47633851;-0.00015441;-0.00120217;0.00052277 
0.25523019;157.56484795;-0.00049804;-0.01377244;-1.47649121;-0.00040668;-0.00050444;-0.00026612 
0.24518609;157.81003404;-0.00028641;-0.01374506;-1.47669673;0.00084758;-0.00001855;-0.00067918 
0.26529574;158.07532978;-0.00013127;-0.01356483;-1.47670984;-0.00021391;0.00072595;-0.00440736 
0.23476958;158.31009936;-0.00008888;-0.01336535;-1.47677553;0.00027210;-0.00005900;0.00161637 
0.26610780;158.57620716;-0.00000656;-0.01323186;-1.47682297;0.00076610;0.00057674;0.00183568 
0.23493767;158.81114483;0.00009518;-0.01310740;-1.47683907;-0.00008828;-0.00021342;0.00385692 
0.27547598;159.08662081;0.00005857;-0.01301612;-1.47705472;-0.00033391;0.00035700;0.00186070 
0.26589632;159.35251713;-0.00006671;-0.01299695;-1.47707450;0.00054199;-0.00042333;-0.00000162 
0.30702305;159.65954018;-0.00023719;-0.01292988;-1.47708178;-0.00015236;-0.00095109;-0.00098426 
0.31607127;159.97561145;-0.00017659;-0.01279883;-1.47718692;-0.00091923;-0.00106509;0.00010584 
0.26540732;160.24101877;-0.00024566;-0.01263581;-1.47715604;-0.00015970;-0.00128768;0.00287697 
0.25044012;160.49145889;-0.00039932;-0.01258449;-1.47710776;0.00124809;-0.00001551;0.00450886 
0.25053716;160.74199605;-0.00059642;-0.01250210;-1.47736418;0.00141554;0.00111556;0.00010585 
0.27091455;161.01291060;-0.00086168;-0.01253080;-1.47728908;-0.00150599;-0.00006928;0.00193602 
0.26070809;161.27361870;-0.00081953;-0.01250309;-1.47731709;0.00115826;-0.00052022;0.00017665 
0.30088449;161.57450318;-0.00087856;-0.01247841;-1.47726393;0.00042390;-0.00061463;0.00090253 
0.24030280;161.81480598;-0.00080462;-0.01249923;-1.47736251;0.00057833;-0.00011768;0.00030223 
0.17482448;161.98963046;-0.00085268;-0.01253537;-1.47746944;-0.00026026;-0.00062318;0.00056945 
0.25060415;162.24023461;-0.00089929;-0.01228910;-1.47751069;0.00051076;-0.00029356;0.00081380 
0.29578209;162.53601670;-0.00081825;-0.01234702;-1.47751725;0.00053001;-0.00027816;0.00185184 
0.28640342;162.82242012;-0.00084446;-0.01231982;-1.47763836;-0.00097975;0.00072226;0.00134723 
0.24013114;163.06255126;-0.00089194;-0.01218800;-1.47772264;0.00016028;0.00025242;-0.00057240 
0.24006152;163.30261278;-0.00089515;-0.01207760;-1.47780943;-0.00006409;0.00056460;0.00007663 
0.24510050;163.54771328;-0.00085904;-0.01192841;-1.47789240;-0.00000877;0.00049029;0.00086751 
0.26055932;163.80827260;-0.00082159;-0.01188965;-1.47792757;-0.00103476;0.00033791;0.00216915 
0.25013018;164.05840278;-0.00081005;-0.01193650;-1.47800624;-0.00082614;0.00005127;0.00088230 
0.22985744;164.28826022;-0.00080429;-0.01172301;-1.47814131;0.00083632;0.00034878;0.00004008 
0.26010728;164.54836750;-0.00083868;-0.01166398;-1.47821569;0.00131585;-0.00009321;-0.00038577 
0.10743761;164.65580511;-0.00092797;-0.01170364;-1.47832775;-0.00039580;0.00016896;-0.00074732 
0.15753007;164.81333518;-0.00079687;-0.01156964;-1.47836542;-0.00103167;-0.00030624;-0.00066362 
0.24586797;165.05920315;-0.00085456;-0.01152529;-1.47846973;-0.00014336;-0.00057826;-0.00069385 
0.24479675;165.30399990;-0.00096355;-0.01144063;-1.47855210;-0.00015461;0.00027596;0.00043801 
0.26562142;165.56962132;-0.00074686;-0.01135969;-1.47862589;-0.00004761;-0.00057832;-0.00047575 
0.24313426;165.81275558;-0.00066854;-0.01138631;-1.47873890;-0.00015183;-0.00031296;0.00033673 
0.24288487;166.05564046;-0.00052749;-0.01132881;-1.47885573;0.00033725;0.00043585;-0.00013437 
0.25347710;166.30911756;-0.00048366;-0.01128694;-1.47898650;-0.00005419;0.00139641;-0.00026249 
0.26419282;166.57331038;-0.00072790;-0.01125660;-1.47908771;0.00016778;0.00045698;0.00024603 
0.24111652;166.81442690;-0.00063142;-0.01119195;-1.47913337;-0.00046277;-0.00052036;-0.00140757 
0.28057265;167.09499955;-0.00054898;-0.01103767;-1.47926629;-0.00046723;-0.00017096;-0.00234070 
0.21426749;167.30926704;-0.00051107;-0.01095717;-1.47939599;-0.00053677;-0.00026857;-0.00111687 
0.26417398;167.57344103;-0.00036893;-0.01094040;-1.47952902;0.00004168;-0.00025043;0.00013720 
0.23790717;167.81134820;-0.00027089;-0.01090106;-1.47961593;0.00045696;-0.00010649;-0.00039464 
0.24744606;168.05879426;-0.00011176;-0.01103299;-1.47965479;0.00024827;-0.00026208;0.00057532 
0.24995971;168.30875397;-0.00009693;-0.01119194;-1.47972691;-0.00038224;-0.00020880;0.00016469 
0.26524115;168.57399511;-0.00004929;-0.01130337;-1.47982454;-0.00040595;0.00025773;-0.00002632 
0.23983121;168.81382632;0.00001091;-0.01137411;-1.47993016;-0.00029000;0.00064454;-0.00069500 
0.24500990;169.05883622;0.00013857;-0.01149388;-1.47995090;-0.00016346;-0.00028657;-0.00043262 
0.25498414;169.31382036;0.00003400;-0.01153044;-1.48001409;-0.00068812;-0.00096029;-0.00123797 
0.23998117;169.55380154;0.00016946;-0.01145430;-1.48012269;-0.00030163;0.00094356;-0.00144495 
0.25811529;169.81191683;0.00028558;-0.01149084;-1.48022628;-0.00047087;-0.00050723;-0.00138345 
0.24848080;170.06039762;0.00043648;-0.01166060;-1.48029780;0.00011434;-0.00008685;-0.00111011 
0.24824095;170.30863857;0.00024499;-0.01182383;-1.48032689;-0.00015244;0.00005929;-0.00082058 
0.26385593;170.57249451;0.00028372;-0.01183743;-1.48047483;-0.00018505;0.00033779;-0.00088605 
0.23627114;170.80876565;0.00038118;-0.01203875;-1.48055458;-0.00031979;-0.00022198;-0.00014940 
0.26326299;171.07202864;0.00027232;-0.01211878;-1.48061872;-0.00010823;0.00010181;0.00054171 
0.23649120;171.30851984;0.00012223;-0.01216340;-1.48070717;-0.00046996;-0.00031740;0.00019134 
0.25019479;171.55871463;-0.00007979;-0.01235813;-1.48071682;0.00008614;0.00022198;-0.00079704 
0.24999356;171.80870819;-0.00010659;-0.01226060;-1.48074841;-0.00046582;-0.00028045;0.00112170 
0.25377703;172.06248522;-0.00028463;-0.01220332;-1.48085952;0.00047969;-0.00047503;-0.00032763 
0.25151157;172.31399679;-0.00041953;-0.01227142;-1.48084462;-0.00045658;-0.00114759;-0.00112765 
0.25868249;172.57267928;-0.00043199;-0.01239410;-1.48084891;0.00045174;-0.00004244;0.00082004 
0.25157905;172.82425833;-0.00041786;-0.01250935;-1.48096180;-0.00013505;-0.00061714;0.00196395 
0.24439621;173.06865454;-0.00007215;-0.01271056;-1.48101008;0.00012326;-0.00019567;-0.00001803 
0.24482465;173.31347919;0.00016006;-0.01280994;-1.48108101;0.00046319;-0.00064695;0.00009120 
0.24496126;173.55844045;0.00022784;-0.01281232;-1.48111022;-0.00089697;-0.00091099;-0.00017707 
0.25342536;173.81186581;0.00028564;-0.01288423;-1.48115158;-0.00045946;-0.00120115;0.00127673 
0.24785924;174.05972505;0.00015053;-0.01296253;-1.48110580;-0.00021688;0.00002640;0.00098071 
0.24873853;174.30846357;0.00007692;-0.01297974;-1.48107195;0.00105153;-0.00136320;-0.00068063 
0.24985957;174.55832314;0.00001631;-0.01304690;-1.48110688;-0.00029762;-0.00002206;-0.00018251 
0.24729133;174.80561447;0.00021569;-0.01319708;-1.48112404;-0.00024146;0.00029708;0.00126610 
0.25273919;175.05835366;0.00048660;-0.01331146;-1.48114514;0.00026384;0.00022949;0.00040216 
0.24993157;175.30828524;0.00037190;-0.01332538;-1.48120952;-0.00034918;0.00082745;0.00003078 
0.25007343;175.55835867;0.00037303;-0.01342634;-1.48126292;-0.00009899;-0.00023346;-0.00193174 
0.25497389;175.81333256;0.00024176;-0.01332760;-1.48140728;0.00013419;0.00028161;-0.00241020 
0.26027775;176.07361031;0.00012576;-0.01330333;-1.48139870;-0.00079391;0.00042636;0.00166464 
0.23266196;176.30627227;0.00035295;-0.01323754;-1.48138988;0.00074564;-0.00012346;0.00248613 
0.26431441;176.57058668;0.00035693;-0.01322320;-1.48150504;0.00048574;0.00038133;0.00096678 
0.23808765;176.80867434;0.00022824;-0.01331833;-1.48153436;-0.00025159;-0.00022844;0.00238177 
0.25982618;177.06850052;0.00030793;-0.01337234;-1.48151064;-0.00072962;-0.00053883;0.00354218 
0.23965788;177.30815840;0.00063635;-0.01347422;-1.48158514;0.00001049;-0.00096711;0.00306637 
0.27447104;177.58262944;0.00057878;-0.01348046;-1.48167181;-0.00117329;-0.00086401;-0.00129251 
0.22263813;177.80526757;0.00058574;-0.01347305;-1.48176253;0.00063902;-0.00009163;-0.00039246 
0.25354028;178.05880785;0.00054618;-0.01347690;-1.48185802;-0.00065155;0.00006269;-0.00119852 
0.35085583;178.40966368;0.00053231;-0.01356340;-1.48176527;-0.00060415;0.00003699;-0.00194350 
0.31680894;178.72647262;0.00064796;-0.01357589;-1.48173094;-0.00069893;-0.00033091;-0.00122392 
0.28566909;179.01214170;0.00068893;-0.01354752;-1.48185599;-0.00040902;-0.00115766;0.00036937 
0.27031898;179.28246069;0.00080337;-0.01344281;-1.48197269;-0.00007485;-0.00070447;-0.00123192 
0.24008179;179.52254248;0.00085064;-0.01342653;-1.48205721;-0.00016210;-0.00010500;0.00102083 
0.30708122;179.82962370;0.00072188;-0.01328956;-1.48225784;0.00003032;-0.00043463;-0.00063529 
0.28065372;180.11027741;0.00083693;-0.01335875;-1.48216236;0.00034483;-0.00054601;0.00096553 
0.25031877;180.36059618;0.00087673;-0.01352560;-1.48242700;0.00085966;0.00000992;-0.00093058 
0.29061699;180.65121317;0.00076675;-0.01346193;-1.48266232;0.00038876;-0.00124390;-0.00141064 
0.28093719;180.93215036;0.00096515;-0.01347811;-1.48302412;0.00046528;-0.00007552;-0.00081254 
0.27589393;181.20804429;0.00092120;-0.01353812;-1.48320317;0.00076093;0.00005183;0.00154991 
0.28582859;181.49387288;0.00064254;-0.01352384;-1.48347604;-0.00000044;0.00024481;0.00128347 
0.23487997;181.72875285;0.00067745;-0.01353894;-1.48368990;-0.00005590;-0.00008257;-0.00027978 
0.30131078;182.03006363;0.00072225;-0.01343399;-1.48366225;0.00038757;-0.00007858;-0.00024649 
0.25564981;182.28571343;0.00062039;-0.01349504;-1.48362434;0.00023227;-0.00063560;-0.00027600 
0.25040460;182.53611803;0.00063720;-0.01346301;-1.48360252;-0.00037630;-0.00020531;-0.00020596 
0.24001360;182.77613163;0.00069796;-0.01325422;-1.48355961;0.00068031;-0.00028960;0.00063153 
0.33188581;183.10801744;0.00066931;-0.01315660;-1.48345876;-0.00005626;-0.00081304;0.00003682 
0.25037599;183.35839343;0.00069057;-0.01292094;-1.48340321;-0.00003310;0.00013557;0.00039425 
0.27088881;183.62928224;0.00044798;-0.01277343;-1.48351038;-0.00073018;-0.00029014;-0.00026878 
0.26021576;183.88949800;0.00040453;-0.01279030;-1.48354626;-0.00044562;-0.00016132;0.00008067 
0.28149486;184.17099285;0.00012167;-0.01283009;-1.48358667;0.00039533;-0.00044019;0.00037008 
0.27050710;184.44149995;-0.00002715;-0.01283931;-1.48362720;0.00030093;-0.00021703;0.00039259 
0.29124832;184.73274827;-0.00008169;-0.01286518;-1.48359919;0.00009843;0.00004568;0.00076141 
0.30643988;185.03918815;-0.00016872;-0.01295918;-1.48368716;-0.00019028;-0.00065514;0.00035531 
0.25037694;185.28956509;0.00001820;-0.01299314;-1.48378074;-0.00079228;-0.00058215;-0.00023980 
0.23993874;185.52950382;0.00007325;-0.01301657;-1.48370850;0.00005096;0.00003610;0.00072326 
0.24506760;185.77457142;0.00012270;-0.01297444;-1.48377800;0.00024267;-0.00072040;-0.00062546 
0.24010134;186.01467276;0.00015384;-0.01297282;-1.48383272;-0.00024999;-0.00011812;0.00097837 
0.29645967;186.31113243;0.00018067;-0.01305274;-1.48388100;-0.00005510;-0.00050360;0.00114337 
0.27525353;186.58638597;0.00033983;-0.01306711;-1.48395479;-0.00045768;0.00018200;-0.00002169 
0.23499107;186.82137704;0.00039225;-0.01308048;-1.48396611;0.00046011;-0.00021737;-0.00012106 
0.27058959;187.09196663;0.00027882;-0.01296586;-1.48397052;-0.00006930;0.00063122;0.00160106 
0.33723640;187.42920303;0.00022619;-0.01288554;-1.48395634;0.00048521;-0.00018475;0.00113143 
0.31091642;187.74011946;-0.00004946;-0.01276122;-1.48396623;0.00106958;0.00065545;0.00029494 
0.26033854;188.00045800;0.00003752;-0.01285138;-1.48407304;0.00042557;-0.00081932;-0.00040389 
0.26533365;188.26579165;0.00024305;-0.01293467;-1.48404479;-0.00168643;-0.00091352;0.00093731 
0.25608182;188.52187347;0.00033935;-0.01284976;-1.48417425;-0.00093886;-0.00012950;0.00059906 
0.26522040;188.78709388;0.00025984;-0.01277017;-1.48422086;0.00014397;0.00005001;0.00049383 
0.23559690;189.02269077;-0.00002030;-0.01282679;-1.48420644;0.00082151;0.00060974;-0.00021894 
0.23022819;189.25291896;-0.00037708;-0.01276278;-1.48430133;-0.00340752;-0.00147361;0.00056704 
0.24598336;189.49890232;-0.00036516;-0.01265033;-1.48417044;-0.00052833;-0.00045545;0.00595486 
0.23580813;189.73471045;-0.00031252;-0.01259438;-1.48442507;-0.00006203;-0.00145364;0.00076068 
0.23548555;189.97019601;-0.00033987;-0.01251674;-1.48444068;0.00020037;-0.00062170;0.00328669 
0.23043990;190.20063591;-0.00031597;-0.01245138;-1.48445618;0.00036434;-0.00035344;-0.00326254 
0.14885187;190.34948778;-0.00035959;-0.01240253;-1.48454607;0.00004095;-0.00010483;-0.00045353 
0.19944835;190.54893613;-0.00035388;-0.01231490;-1.48474240;-0.00031075;0.00049597;-0.00181044 
0.26537037;190.81430650;-0.00042167;-0.01206524;-1.48465586;0.00031743;0.00050675;-0.00129942 
0.20976138;191.02406788;-0.00055175;-0.01197984;-1.48484147;0.00054676;0.00069670;-0.00024031 
0.24593902;191.27000690;-0.00065694;-0.01204775;-1.48491657;-0.00015821;0.00087669;-0.00251004 
0.23550701;191.50551391;-0.00073847;-0.01203788;-1.48492265;-0.00024992;0.00138402;-0.00348939 
0.24051905;191.74603295;-0.00057952;-0.01188900;-1.48502016;-0.00000363;-0.00072257;0.00064831 
0.23017812;191.97621107;-0.00045784;-0.01191413;-1.48501062;-0.00076113;-0.00001418;0.00388208 
0.09780121;192.07401228;-0.00031946;-0.01206025;-1.48505235;0.00046647;-0.00016447;0.00375449 
0.10185957;192.17587185;-0.00030762;-0.01197818;-1.48520863;0.00021395;0.00092433;0.00136678 
0.07129145;192.24716330;-0.00033871;-0.01175635;-1.48522544;-0.00034937;0.00056522;0.00053636 
0.05597830;192.30314159;-0.00034386;-0.01161454;-1.48533547;-0.00076135;-0.00049681;0.00193268 
0.26925111;192.57239270;-0.00046982;-0.01144552;-1.48549652;0.00002564;-0.00027331;-0.00072001 
0.23858595;192.81097865;-0.00051950;-0.01125991;-1.48552382;0.00101495;0.00002182;-0.00157415 
0.24836326;193.05934191;-0.00079720;-0.01126437;-1.48552728;0.00050571;-0.00085258;-0.00215545 
0.25276899;193.31211090;-0.00103182;-0.01115161;-1.48550797;-0.00057230;-0.00015207;0.00003288 
0.24963522;193.56174612;-0.00114633;-0.01110274;-1.48558509;-0.00026379;0.00048473;0.00115680 
0.24554896;193.80729508;-0.00086870;-0.01106477;-1.48564351;-0.00072282;0.00060344;0.00017731 
0.25012827;194.05742335;-0.00056770;-0.01106106;-1.48575997;-0.00030754;-0.00048757;-0.00013575 
0.25503063;194.31245399;-0.00063987;-0.01109702;-1.48583686;-0.00012468;0.00033126;-0.00129050 
0.25002217;194.56247616;-0.00071592;-0.01100376;-1.48586476;-0.00055849;-0.00089103;-0.00071722 
0.23978996;194.80226612;-0.00050078;-0.01090650;-1.48595083;-0.00074648;-0.00084222;-0.00262480 
0.26021433;195.06248045;-0.00023862;-0.01083712;-1.48603737;0.00050086;0.00012295;-0.00051861 
0.24465728;195.30713773;-0.00018108;-0.01081381;-1.48614466;-0.00017024;0.00018355;0.00031514 
0.24829674;195.55543447;-0.00017561;-0.01082146;-1.48619366;0.00090340;0.00079507;0.00144762 
0.26658964;195.82202411;-0.00035506;-0.01073491;-1.48628187;-0.00024337;0.00012248;-0.00012683 
0.23471141;196.05673552;-0.00021826;-0.01079208;-1.48634291;-0.00028151;0.00010824;0.00065674 
0.24994683;196.30668235;-0.00019568;-0.01098290;-1.48643172;0.00031996;-0.00023928;-0.00006240 
0.27620578;196.58288813;-0.00033770;-0.01104792;-1.48659539;0.00035369;0.00056835;-0.00135352 
0.22834539;196.81123352;-0.00028079;-0.01098684;-1.48656523;-0.00091516;-0.00023883;0.00193493 
0.24820352;197.05943704;-0.00022037;-0.01096985;-1.48655200;-0.00088475;0.00014824;0.00172191 
0.25229859;197.31173563;-0.00027648;-0.01080446;-1.48657131;0.00010535;0.00105251;0.00129900 
0.26897407;197.58070970;-0.00030964;-0.01089455;-1.48675060;-0.00005585;-0.00021430;0.00039759 
0.22880077;197.80951047;-0.00055663;-0.01103517;-1.48687482;0.00004837;-0.00047702;-0.00125341 
0.24714184;198.05665231;-0.00092943;-0.01120165;-1.48684788;-0.00075554;0.00026185;-0.00060997 
0.25002408;198.30667639;-0.00100625;-0.01120771;-1.48683727;0.00066975;0.00018658;-0.00234433 
0.26187849;198.56855488;-0.00123283;-0.01107373;-1.48678589;0.00015849;-0.00008388;-0.00090161 
0.23819423;198.80674911;-0.00140079;-0.01096952;-1.48692083;-0.00011109;-0.00029790;-0.00160472 
0.24800324;199.05475235;-0.00144387;-0.01113623;-1.48717952;-0.00017014;0.00051901;-0.00264077 
0.25687957;199.31163192;-0.00126497;-0.01079389;-1.48819983;0.00624034;-0.00803426;-0.02538063 
0.24501204;199.55664396;-0.00151235;-0.01132972;-1.48769319;-0.00925686;-0.00357842;0.00315071 
0.25360703;199.81025100;-0.00434575;-0.02918668;-1.44585586;-0.06490216;-0.15905477;0.22400633 
