deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.26574373;323.81059408;-0.00628715;-0.09178859;-0.85726118;0.08521871;-0.34213811;-0.01839764 
0.24269915;324.05329323;-0.01403247;-0.10990144;-0.85336125;0.00034748;0.07566114;0.02970659 
0.24401069;324.29730392;-0.03537636;-0.08422305;-0.84740448;-0.12497622;0.15647919;0.02758615 
0.26387191;324.56117582;-0.03911756;-0.07531967;-0.84698755;-0.06673229;0.10126094;0.03066346 
0.23638654;324.79756236;-0.04520122;-0.03601575;-0.83851784;-0.05948748;0.38541314;0.03225365 
0.25062776;325.04819012;-0.04002706;-0.02111027;-0.83363396;0.12935522;-0.09975108;-0.00156353 
0.25344133;325.30163145;-0.03885318;-0.04735192;-0.83580232;-0.03670276;-0.21602309;-0.00085286 
0.24625063;325.54788208;0.06201166;-0.08778299;-0.84185153;0.06771199;0.04995456;-0.00918636 
0.25364304;325.80152512;0.05029495;-0.07133612;-0.84268522;0.10205477;0.08780348;-0.01193855 
0.24655795;326.04808307;0.27392668;-0.06764708;-0.84939224;0.51510239;-0.06731054;-0.02166468 
0.25915098;326.30723405;0.29298049;-0.06980972;-0.84272254;-0.21530236;0.03834580;0.08650078 
0.28459764;326.59183168;0.26507491;-0.06701518;-0.81707948;0.00721573;-0.00302863;0.09431894 
0.20735717;326.79918885;0.24743243;-0.07290304;-0.80573142;-0.16632175;-0.04803161;0.00252371 
0.26338959;327.06257844;0.23602675;-0.07677674;-0.80058986;-0.07142043;-0.03163503;0.00299047 
0.24511099;327.30768943;0.20186207;-0.07072016;-0.79489118;-0.18377802;0.05383595;0.03328679 
0.25370288;327.56139231;0.17063442;-0.07331008;-0.77589607;-0.03750298;-0.03581857;0.09649421 
0.23605371;327.79744601;0.04062115;-0.10387609;-0.76113522;-0.93576092;-0.17970058;0.04004081 
0.25295854;328.05040455;-0.04497547;-0.10989895;-0.76435530;0.11160889;0.02259409;-0.06106388 
0.25344968;328.30385423;-0.04487161;-0.11395919;-0.77963924;-0.07382861;0.03168550;-0.02718267 
0.24950409;328.55335832;-0.04940771;-0.10822031;-0.77920508;-0.03686440;-0.03016235;0.05010045 
0.24673271;328.80009103;-0.05124537;-0.10502201;-0.76760668;-0.28838167;-0.03092796;0.06031012 
0.25840068;329.05849171;-0.13000444;-0.09572440;-0.75860077;-0.05474720;0.03686186;-0.00213258 
0.24354362;329.30203533;-0.06347395;-0.10456436;-0.76544088;0.31004962;-0.13553590;-0.05881168 
0.26418734;329.56622267;-0.04488475;-0.10492317;-0.78634697;-0.11120612;0.07333124;-0.06126580 
0.23817968;329.80440235;-0.05251864;-0.10802948;-0.79711229;0.07836708;-0.02757330;-0.06658216 
0.25882244;330.06322479;-0.04552978;-0.11850003;-0.81351042;0.05892605;-0.02017415;-0.02595858 
0.23851085;330.30173564;-0.04494377;-0.10031478;-0.81997466;-0.33228970;0.05278378;-0.01105798 
0.24115372;330.54288936;-0.18978697;-0.08588411;-0.81297791;-0.45745134;0.06349816;0.08490323 
0.27378726;330.81667662;-0.16587138;-0.07324766;-0.80805886;0.52659869;0.05304516;-0.04529475 
0.23123884;331.04791546;-0.02127993;-0.07961112;-0.83168668;0.23561746;0.00693999;-0.07052422 
0.24916720;331.29708266;-0.01376345;-0.08475448;-0.83689165;-0.14037962;0.01809232;0.02598753 
0.25381994;331.55090261;-0.02888514;-0.08578367;-0.83051455;-0.03353579;0.00497701;0.03542934 
0.24819589;331.79909849;-0.02265544;-0.09119523;-0.83017695;-0.01048529;0.02084612;0.00329778 
0.25822687;332.05732536;-0.09000306;-0.09120192;-0.83749145;-0.38322628;-0.01131591;-0.01679729 
0.26387000;332.32119536;-0.10280244;-0.08339012;-0.84214342;0.07719655;0.07238586;-0.00937280 
0.22897005;332.55016541;-0.07095503;-0.07861582;-0.84918982;-0.08702049;0.08371754;-0.00627450 
0.25738645;332.80755186;-0.05465398;-0.07709770;-0.83727920;0.01055842;0.04289443;0.08334552 
0.25574470;333.06329656;-0.05434824;-0.06237727;-0.82061040;0.00058060;0.05895221;0.06993864 
0.23407030;333.29736686;-0.05432806;-0.06364476;-0.81270915;-0.00039612;-0.10635121;0.00622564 
0.26782346;333.56519032;-0.02680141;-0.14562434;-0.80742329;0.01911773;-0.02919521;0.09540753 
0.23353672;333.79872704;-0.04965570;-0.07922105;-0.79124546;-0.14281243;0.26367527;0.04566331 
0.25949192;334.05821896;-0.05417012;-0.16358902;-0.79625154;0.09721454;-1.17221916;-0.12135430 
0.24319196;334.30141091;-0.01598814;-0.36269227;-0.81640732;0.01791813;-0.39693755;-0.06030057 
0.25686049;334.55827141;-0.02806402;-0.38125929;-0.82332635;0.01987554;0.03333035;-0.02492579 
0.24926400;334.80753541;-0.02981915;-0.35581487;-0.82091272;-0.00612833;0.06685364;0.03416199 
0.24309111;335.05062652;-0.05561723;-0.34934279;-0.82908887;0.06247503;-0.04841418;-0.07917323 
0.24837828;335.29900479;-0.04502986;-0.35520124;-0.85168850;-0.10968573;0.01245410;-0.11927061 
0.27361894;335.57262373;-0.04000634;-0.36237729;-0.87340289;0.08876578;-0.10816763;-0.06514699 
0.22831964;335.80094337;-0.03109266;-0.34483019;-0.88142663;-0.06405094;0.24227069;0.00579842 
0.25283909;336.05378246;-0.05828154;-0.23334043;-0.88146943;0.01725214;0.95945758;0.05797908 
0.26134992;336.31513238;-0.04909036;0.00483991;-0.86628461;0.01377897;1.14819896;0.11663058 
0.23264718;336.54777956;-0.01600491;0.12603322;-0.83497769;-0.01653798;-0.50269747;0.09110660 
0.24946570;336.79724526;0.00188845;-0.06809597;-0.84800309;-0.01392521;-0.38594949;-0.10238348 
0.26088476;337.05813003;0.00586226;-0.10338326;-0.86340177;0.04426732;-0.00965328;-0.01808147 
0.24384141;337.30197144;0.01182804;-0.07763169;-0.85555953;0.02835385;0.12914774;0.06659933 
0.25116324;337.55313468;0.00786983;-0.06415726;-0.84448063;-0.01791008;0.18716879;0.04747064 
0.24414611;337.79728079;0.00257441;0.02696093;-0.83387417;-0.05976564;0.66718429;0.01215518 
0.25310397;338.05038476;-0.01131841;0.11503273;-0.83475709;-0.06871966;-0.20323351;0.01153575 
0.25354648;338.30393124;0.02180975;0.01978679;-0.83283240;-0.08484748;-0.44986722;0.02368372 
0.26863122;338.57256246;0.00577369;-0.08583658;-0.83295894;0.03710770;-0.19076981;-0.04240821 
0.22259331;338.79515576;0.01393074;-0.07834196;-0.80615991;0.01837848;-0.02698968;0.32947651 
0.25833225;339.05348802;0.00434816;-0.06817942;-0.64545470;-0.00006722;0.15745357;0.83586150 
0.24658084;339.30006886;-0.03257661;-0.02160963;-0.48557195;-0.02362514;0.18199962;0.35329834 
0.25326133;339.55333018;-0.01327496;0.08352789;-0.49902806;0.05883591;0.53001547;-0.36864233 
0.24693894;339.80026913;-0.00601999;0.05934865;-0.68908882;0.14047882;-0.50297952;-0.85399687 
0.25315571;340.05342484;0.02778006;-0.04639192;-0.84193349;0.09078230;-0.26571918;-0.37440169 
0.25171828;340.30514312;0.02319076;-0.04511987;-0.88236749;-0.04799252;0.13510489;-0.02847224 
0.24980092;340.55494404;-0.01662028;-0.00787335;-0.85920876;0.04738203;0.05735083;0.16030513 
0.25302768;340.80797172;-0.00924394;-0.01762744;-0.81032342;-0.04257130;-0.04039641;0.23555033 
0.27243280;341.08040452;-0.01857843;0.00225607;-0.75355077;-0.07643934;0.16575538;0.18837698 
0.22462702;341.30503154;-0.01866998;0.01882898;-0.73023570;-0.04385307;0.03290296;0.02179035 
0.24268317;341.54771471;-0.00962687;0.01107791;-0.73279035;0.05177595;-0.05591384;-0.01635040 
0.25311780;341.80083251;-0.01015822;0.00280416;-0.74591577;-0.02516404;0.06317208;-0.08687184 
0.26228929;342.06312180;-0.00807508;-0.00840881;-0.78892326;-0.00078439;-0.04668107;-0.21003670 
0.23403931;342.29716110;-0.00131378;-0.02686516;-0.82145709;0.02554743;-0.10253465;-0.06528609 
0.26581264;342.56297374;-0.00967573;-0.02414792;-0.81349963;-0.10870647;0.05351480;0.10380286 
0.23421144;342.79718518;-0.02549972;-0.00268015;-0.78494108;-0.00886620;0.05579894;0.11704068 
0.24803996;343.04522514;-0.00877661;-0.01174159;-0.75926310;0.14568464;-0.12910014;0.03675484 
0.25340676;343.29863191;0.00612831;-0.03344650;-0.75766438;0.06369860;-0.03573666;-0.00897746 
0.26373363;343.56236553;0.00990051;-0.05243557;-0.75391328;-0.06391896;-0.03640402;0.04101714 
0.23268318;343.79504871;-0.00295852;-0.05693077;-0.75506091;-0.09051388;0.09678331;-0.01180777 
0.26802564;344.06307435;-0.01505776;-0.05484428;-0.76314974;-0.03542120;0.02671868;-0.05140413 
0.23379612;344.29687047;-0.01383622;-0.05310286;-0.77059424;-0.04958678;-0.09700977;-0.03062865 
0.25328541;344.55015588;-0.04304249;-0.05539800;-0.77586585;-0.09320877;-0.04379952;-0.01781081 
0.25682044;344.80697632;-0.05233584;-0.06560896;-0.78371722;0.07486816;-0.07597888;-0.09022928 
0.23769283;345.04466915;-0.03518605;-0.08101566;-0.81122458;-0.04677706;-0.09424176;-0.10910267 
0.26744294;345.31211209;-0.01343588;-0.09942837;-0.83265948;0.03558196;-0.02004136;-0.05378588 
0.27913427;345.59124637;-0.01788416;-0.09551265;-0.83817452;-0.08635458;0.03269034;0.00388417 
0.20542932;345.79667568;-0.02224422;-0.09538932;-0.84117603;-0.07840750;0.04616644;-0.00821586 
0.25094867;346.04762435;-0.02347786;-0.09220336;-0.84528017;0.04990164;0.05165070;-0.00896333 
0.24904442;346.29666877;-0.02617739;-0.08980967;-0.84470552;0.04440334;0.01351635;0.03365462 
0.25584269;346.55251145;-0.03538415;-0.08865053;-0.83555806;0.02673876;0.01616083;0.04208245 
0.24416471;346.79667616;-0.03707336;-0.08510458;-0.83500928;-0.00461677;0.04778397;-0.03555185 
0.25835299;347.05502915;-0.03489783;-0.08813345;-0.84355330;0.06196063;-0.04370562;-0.01419840 
0.25694156;347.31197071;-0.01691906;-0.09121666;-0.83463144;-0.05341358;0.00822608;0.08631186 
0.23838377;347.55035448;-0.04016235;-0.06856440;-0.80431855;-0.17304750;0.06304868;0.12613210 
0.24623466;347.79658914;-0.04459455;-0.06224218;-0.78579742;-0.02342206;-0.01807215;0.02649364 
0.25347185;348.05006099;-0.04855777;-0.06922601;-0.78919744;-0.06317718;-0.01668493;-0.02294573 
0.24932837;348.29938936;-0.05935866;-0.07159214;-0.80203104;-0.14673293;-0.03026582;-0.07255591 
0.24478221;348.54417157;-0.04628399;-0.09668577;-0.82977748;0.03214309;-0.16499953;-0.14529718 
0.25844979;348.80262136;-0.04340710;-0.11111079;-0.86116481;0.02181732;0.03253138;-0.05794547 
0.24498248;349.04760385;-0.03209484;-0.12022744;-0.86427796;-0.03000627;0.01892382;0.01528392 
0.25914478;349.30674863;-0.04036880;-0.10534307;-0.85043579;0.00261673;0.00476018;0.06705735 
0.26342511;349.57017374;-0.03946047;-0.10057070;-0.83833539;-0.00131793;0.06954561;0.04296919 
0.22655487;349.79672861;-0.03103735;-0.09468900;-0.82938570;0.17124888;0.02455609;0.02846181 
0.25372481;350.05045342;-0.01641137;-0.09826699;-0.82334816;0.05481105;0.00874996;0.04830467 
0.25122905;350.30168247;-0.02010882;-0.10365859;-0.80534029;-0.06682819;0.04677596;0.13198791 
0.24559689;350.54727936;-0.03662527;-0.10624897;-0.76679969;-0.05472725;-0.06583922;0.17170011 
0.24933553;350.79661489;-0.04018255;-0.11557265;-0.70511407;-0.06691367;-0.04127871;0.33238277 
0.25050879;351.04712367;-0.03881124;-0.12225240;-0.55854565;0.24964575;0.03076409;0.91981876 
0.24942112;351.29654479;-0.05563096;-0.10809842;-0.19843605;0.21114905;0.14878833;1.85340142 
0.24542260;351.54196739;-0.05188574;-0.01970206;0.36012959;0.17023651;0.22802776;2.51707721 
0.25816417;351.80013156;-0.01079408;0.03700829;1.02061474;0.15834045;0.15699446;2.77228880 
0.27257514;352.07270670;0.05460444;0.09283986;1.76861155;0.05828521;0.30219251;3.19557738 
0.23884368;352.31155038;0.12802535;0.08047421;2.59954929;0.01053075;0.30833596;3.35692096 
0.24846220;352.56001258;0.14178027;-0.00261301;-2.83163953;-0.08917817;0.00979137;3.46421719 
0.23274446;352.79275703;0.06882655;-0.10743950;-1.97066486;-0.03966138;-0.07329767;3.38333154 
0.25976157;353.05251861;-0.05731915;-0.14476639;-1.13847041;0.08114088;-0.17891125;3.24630880 
0.24414515;353.29666376;-0.12035956;-0.12239430;-0.33319828;0.25026095;-0.25571173;3.13223958 
0.25575471;353.55241847;-0.12096569;-0.06789359;0.44480893;0.27547809;-0.07443839;3.04433179 
0.24410534;353.79652381;-0.08579396;0.00421308;1.19512510;0.44149518;0.06892903;2.93721414 
0.25088620;354.04741001;-0.01858835;0.02422487;1.94228148;0.13757205;-0.03978451;3.00940132 
0.25366473;354.30107474;0.03020373;0.02312021;2.67520189;0.10877354;0.08253340;2.84925818 
0.24622941;354.54730415;0.05767318;-0.00250667;-2.87682700;-0.09967580;0.03864460;3.03315639 
0.25286579;354.80016994;0.02646569;-0.02548631;-2.10090184;-0.17754483;-0.05768031;3.06878614 
0.24729204;355.04746199;-0.03681140;-0.07426097;-1.33498228;-0.04035120;-0.18168132;3.10096121 
0.25311732;355.30057931;-0.09545707;-0.07214324;-0.55165070;0.14142653;-0.22097363;3.04804039 
0.25192738;355.55250669;-0.11958840;-0.03053313;0.21878724;0.06456311;-0.13623764;3.12380743 
0.24657273;355.79907942;-0.09939378;0.03567170;0.97825402;0.29179278;0.05333136;2.93202782 
0.24809504;356.04717445;-0.01345894;0.07495151;1.70681202;0.02214776;-0.07071937;2.97447610 
0.24949336;356.29666781;0.03687020;0.11952516;2.44580197;-0.03195273;0.14173697;2.75535750 
0.26375461;356.56042242;0.06488519;0.10259781;3.02617788;-0.08411302;0.01707596;1.86230040 
0.23109245;356.79151487;0.08710746;0.08210947;-2.92087698;0.02508781;-0.09600758;0.90891218 
0.26613665;357.05765152;0.14682749;-0.01474101;-2.80862188;0.34446481;-0.42221755;0.22809282 
0.24921870;357.30687022;0.17282401;-0.08290388;-2.80951357;0.09987037;-0.14228515;-0.12336079 
0.24549413;357.55236435;0.17710194;-0.07037847;-2.86162996;0.06890050;0.11306770;-0.27958873 
0.25950074;357.81186509;0.17063752;-0.03870172;-2.95776677;-0.08448064;0.08097366;-0.55407077 
0.23545790;358.04732299;0.14533246;0.01821095;3.14031076;-0.11055700;0.16117184;-1.01122594 
0.25380039;358.30112338;0.13881135;0.07356865;2.79938102;0.20742737;-0.13822217;-1.69428635 
0.26141572;358.56253910;0.13822423;0.05686931;2.27994108;-0.09123392;-0.41384110;-2.27980042 
0.23401284;358.79655194;0.07736559;0.03098076;1.65280902;-0.07466239;-0.41585466;-2.65760183 
0.24708557;359.04363751;0.02123909;0.01757568;0.96556866;-0.29629394;-0.01553422;-2.74891305 
0.25330877;359.29694629;-0.02746142;-0.00315532;0.25983652;0.00635371;-0.10979309;-2.91248202 
0.25208187;359.54902816;-0.01145646;-0.04314145;-0.45345068;0.05010267;-0.18890457;-2.80029297 
0.26067901;359.80970716;0.02748464;-0.06857322;-1.16021895;0.08037513;-0.07333639;-2.86574006 
0.24955106;360.05925822;0.11719662;-0.06230290;-1.89424264;0.29443359;-0.26602957;-3.00030518 
0.24304581;360.30230403;0.19321193;-0.00282146;-2.63869262;0.01466530;-0.34061742;-2.95334721 
0.25887179;360.56117582;0.17378637;0.04716770;2.92307687;-0.07750846;-0.32263789;-2.80319929 
0.26837564;360.82955146;0.10448276;0.08195931;2.21971917;-0.17867167;-0.22073847;-2.81587362 
0.21794653;361.04749799;0.01586290;0.06430900;1.49729013;-0.16955014;-0.27711970;-2.90063739 
0.25319052;361.30068851;-0.08252666;0.01090529;0.79337013;-0.20247081;0.02247492;-2.78164220 
0.25927186;361.55996037;-0.08241122;-0.01884545;0.11392874;0.09910302;0.27799603;-2.65728140 
0.23796296;361.79792333;-0.03526706;-0.04619125;-0.52010590;0.26067787;-0.02137469;-2.50909472 
0.25330901;362.05123234;0.01748094;-0.06838313;-1.17405736;-0.03673599;-0.01387275;-2.70799923 
0.24863291;362.29986525;0.10500454;-0.05871909;-1.87034917;0.29806602;-0.12028635;-2.76303601 
0.25880003;362.55866528;0.13860101;-0.01611459;-2.55376840;-0.10025515;-0.24073385;-2.68213916 
0.23837566;362.79704094;0.16061671;-0.02779298;-3.14061666;0.20607175;-0.47571662;-1.89853847 
0.26565456;363.06269550;0.14524980;-0.02734794;2.81692171;-0.14868762;-0.08447921;-0.73069966 
0.23792839;363.30062389;0.08100909;0.03716019;2.76588058;-0.31889617;0.36600280;0.11722163 
0.25193667;363.55256057;0.02955345;0.09549446;2.86346078;-0.08879399;0.13447019;0.54306149 
0.24300122;363.79556179;0.03495887;0.10556757;3.02477074;-0.01621295;-0.06812160;0.67918217 
0.26373816;364.05929995;0.04540119;0.08270542;-3.11205435;-0.01559875;-0.07597803;0.50503552 
0.24501753;364.30431747;0.05256903;0.05593538;-3.02480721;0.02918218;-0.07219503;0.21827519 
0.23831439;364.54263186;0.07148957;0.01607695;-2.99730253;0.05105089;-0.17658509;0.05621240 
0.26406550;364.80669737;0.07994469;-0.00310648;-3.00133109;-0.02154133;-0.07292422;-0.07334942 
0.24071455;365.04741192;0.09505178;-0.02554702;-3.02901936;-0.08235747;0.02980983;-0.11294533 
0.26434088;365.31175280;0.09553000;-0.01250089;-3.05595183;0.00478716;-0.02312572;-0.10883814 
0.23002172;365.54177451;0.09892453;-0.01399767;-3.08012629;0.01070624;0.06139272;-0.06836760 
0.25484228;365.79661679;0.09518813;-0.00857301;-3.09281087;0.03255583;0.06346689;-0.04329078 
0.25363278;366.05024958;0.09927449;0.00835590;-3.09460545;-0.01986213;0.10881710;-0.00509283 
0.24780536;366.29805493;0.10342926;0.00935332;-3.10248661;0.05580557;-0.06471746;-0.04548502 
0.24910522;366.54716015;0.10253642;0.01738721;-3.11237597;0.02853462;0.04593804;-0.06535020 
0.25348997;366.80065012;0.09528780;0.02598662;-3.13373733;-0.05504718;0.07609689;-0.11004958 
0.26703620;367.06768632;0.09660158;0.01648611;3.13426900;-0.17099512;0.11583000;0.05641650 
0.22751927;367.29520559;0.07377791;0.02628906;-3.12382722;-0.02619460;-0.06174275;0.10833517 
0.26727080;367.56247640;0.09029879;0.01991337;-3.10244560;0.09121620;0.03319651;0.09169398 
0.23380661;367.79628301;0.10316588;0.00390747;-3.08069491;0.14396158;-0.11736056;0.20616761 
0.25331974;368.04960275;0.15461718;-0.05330452;-2.93704462;0.13949539;-0.05158505;0.99290687 
0.24654627;368.29614902;0.14055598;-0.04775086;-2.55897164;-0.00112768;0.35522351;1.87864375 
0.24578238;368.54193139;0.11357810;-0.02899790;-1.97958994;-0.18259674;0.41555408;2.57972050 
0.26944923;368.81138062;0.03806729;-0.00955817;-1.26221871;-0.21932477;0.20784599;3.02536201 
0.24066353;369.05204415;-0.03193276;0.00006455;-0.46645600;-0.15144868;0.02401902;3.30805802 
0.24287009;369.29491425;-0.04137051;0.02492780;0.38453984;0.01011525;-0.00985914;3.42816687 
0.24704194;369.54195619;0.01176396;0.09088090;1.25061834;0.11076534;0.23247562;3.50807571 
0.27872372;369.82067990;0.10189482;0.08992039;2.13333273;-0.00991554;0.28011021;3.54625702 
0.22259545;370.04327536;0.12447837;0.04630796;3.06128788;-0.18478169;0.15836990;3.79494023 
0.26805568;370.31133103;0.08668934;-0.04572430;-2.26775742;-0.19028530;-0.04375053;3.75127149 
0.24059248;370.55192351;-0.03345551;-0.10494318;-1.33758187;-0.09974121;-0.20308976;3.70441747 
0.24422884;370.79615235;-0.14066969;-0.11864426;-0.42992991;0.11753429;-0.31156543;3.51653218 
0.26847005;371.06462240;-0.14297456;-0.02688819;0.45229703;0.44800702;-0.34496331;3.48451090 
0.23646307;371.30108547;-0.07491784;0.06021564;1.32524693;0.18230766;0.09917015;3.54807997 
0.24237108;371.54345655;0.03128073;0.08573242;2.21280742;0.12329851;-0.03681079;3.48262429 
0.26050591;371.80396247;0.06693774;0.02418815;3.09201574;-0.18193518;0.03487824;3.47277665 
0.24859905;372.05256152;0.01864112;0.03395757;-2.41129565;-0.17537448;0.07476852;2.74741936 
0.26144958;372.31401110;-0.02186493;0.00213442;-1.88644326;-0.12072299;-0.28293750;1.49628460 
0.23956513;372.55357623;-0.00228947;-0.09228136;-1.68214798;0.24025485;-0.49771139;0.31530574 
0.24832559;372.80190182;0.04027086;-0.18429965;-1.68631244;0.01558056;-0.13005707;-0.24578758 
0.26172209;373.06362391;0.05179922;-0.17635927;-1.78683972;-0.04843844;0.02886847;-0.52526051 
0.25022340;373.31384730;0.06414873;-0.15371978;-1.91279233;-0.11656912;0.07116064;-0.46843195 
0.23455501;373.54840231;0.06753001;-0.13057013;-2.01880574;-0.04983350;-0.01695172;-0.41338238 
0.24836445;373.79676676;0.07940677;-0.11517057;-2.10073805;0.04033342;0.11380354;-0.23652239 
0.25301099;374.04977775;0.06657586;-0.08261300;-2.12395406;-0.19858715;0.05263852;-0.00910687 
0.24808884;374.29786658;0.03791076;-0.05375577;-2.11221552;-0.07696964;0.07026288;0.03140173 
0.24580646;374.54367304;0.04502045;-0.05658184;-2.10946560;0.07443800;0.02168054;0.01476535 
0.25397778;374.79765081;0.05863930;-0.04398836;-2.09364343;0.32154346;0.13884023;0.10580842 
0.24887156;375.04652238;0.20103243;-0.05598642;-2.07825899;0.52902424;-0.24988391;-0.02276431 
0.25318122;375.29970360;0.16184843;-0.07738502;-2.08945537;-0.84031254;-0.20229124;-0.04334717 
0.26932549;375.56902909;0.04725805;-0.08129975;-2.09495115;-0.06865865;-0.00190094;-0.05042444 
0.22665215;375.79568124;0.05207295;-0.06994199;-2.10891652;0.01418541;0.00453638;-0.06975213 
0.24570274;376.04138398;0.08884940;-0.09631460;-2.06019354;0.26400498;-0.18932049;0.53110909 
0.27806783;376.31945181;0.09210650;-0.12542766;-1.82450664;-0.05545001;0.27459082;1.23746824 
0.23233080;376.55178261;0.00285172;-0.03785749;-1.43362737;-0.07037630;0.36817181;1.73395133 
0.24891067;376.80069327;-0.00092028;-0.02833914;-0.97461498;0.12771863;-0.04431790;1.84113467 
0.24580240;377.04649568;-0.01557108;-0.03815317;-0.52140796;-0.13108596;0.05510098;1.68396556 
0.25338769;377.29988337;-0.06296191;-0.01507876;-0.20049644;-0.11539076;0.00561509;0.86290199 
0.25851941;377.55840278;-0.09377033;-0.02479412;-0.08302029;-0.07329191;-0.05072413;0.17872137 
0.23724413;377.79564691;-0.10978421;-0.04376030;-0.05460640;0.08297971;-0.15723425;0.08191006 
0.25391555;378.04956245;-0.11348755;-0.06001776;-0.05296068;-0.10594159;0.09780490;-0.07136844 
0.26955819;378.31912065;-0.10833292;-0.07377689;-0.01553479;0.17907928;-0.24732834;0.38088417 
0.25222135;378.57134199;-0.12456038;-0.07040348;0.13565519;-0.20821124;0.17041512;0.65064776 
0.23708153;378.80842352;-0.13322449;-0.01777180;0.24354714;0.12719832;0.10615180;0.32664657 
0.24351001;379.05193353;-0.11554354;-0.01449587;0.33081311;0.00339674;0.00778378;0.27944264 
0.24115539;379.29308891;-0.13498403;0.01288286;0.36184451;-0.02358446;0.03907468;-0.00102983 
0.28467178;379.57776070;-0.12697640;0.03137200;0.32565400;-0.02098451;0.02274652;-0.15898091 
0.22314501;379.80090570;-0.11573406;0.00770729;0.30091509;0.05431563;-0.14930044;-0.09865320 
0.24831057;380.04921627;-0.11255546;0.00235622;0.28298151;0.02707307;-0.04941361;-0.04506003 
0.24354243;380.29275870;-0.13142648;-0.00753564;0.27282751;-0.52376020;-0.06273513;-0.05546911 
0.29169202;380.58445072;-0.29784387;-0.00639990;0.25886866;-1.01390779;-0.01307864;-0.07748383 
0.22374153;380.80819225;-0.42416605;0.01718540;0.24758238;-0.09569983;0.01017163;0.01580083 
0.24323487;381.05142713;-0.17931883;0.02579899;0.25512621;1.19702375;-0.24576043;0.04138593 
0.24904299;381.30047011;-0.10773556;0.01605756;0.25276467;-0.12639637;0.08482490;-0.04284252 
0.24570990;381.54618001;-0.10880871;0.01402546;0.24083877;0.18099543;-0.24686192;0.03460620 
0.24914289;381.79532290;-0.08108338;-0.05505552;0.34331390;0.17498749;-0.27743274;0.77916080 
0.26391077;382.05923367;-0.03053295;-0.07535894;0.66271132;0.62753475;-0.05551380;1.62827766 
0.30740356;382.36663723;0.02195174;-0.08646750;1.13237643;-0.15227845;0.19550364;2.05672050 
0.39751029;382.76414752;-0.07023462;0.07454793;1.66221654;-0.32693750;0.72759801;2.12981343 
0.26063180;383.02477932;-0.02217307;0.15427594;2.08141041;-0.01127676;-0.06393860;1.18643439 
0.24527001;383.27004933;0.01540055;0.14899044;2.22516799;0.13984779;0.00800978;0.12236638 
0.30087423;383.57092357;0.05539828;0.12147044;2.18997931;0.23916827;-0.16160230;-0.27835977 
0.28500557;383.85592914;0.16067608;0.11525656;2.08798218;0.99233866;0.18794452;-0.43143255 
0.22533989;384.08126903;0.24085692;0.12187997;1.98038268;0.26009446;-0.11489724;-0.38690057 
0.16335344;384.24462247;0.08193128;0.10427704;1.88832295;-0.56286711;-0.01616788;-0.20659357 
0.23996019;384.48458266;-0.20376797;0.08354221;1.85608327;-1.12995219;0.11274917;0.01447582 
0.29620242;384.78078508;-0.30833927;0.09743454;1.87459302;-0.01806576;-0.12085439;0.12099750 
0.14585280;384.92663789;-0.31888765;0.09740693;1.91938591;-0.07509862;-0.01576124;0.21601185 
0.12101436;385.04765224;-0.32071015;0.11278546;1.97237277;0.02133038;-0.05731845;0.17763650 
0.25358438;385.30123663;-0.30289263;0.10074984;2.01602411;-0.04138957;0.01193323;0.12466926 
0.25146532;385.55270195;-0.29978314;0.11554086;2.04437017;-0.01513019;0.02718834;0.12046012 
0.24300742;385.79570937;-0.30008960;0.12625225;2.05449986;0.04940687;-0.05797107;-0.01601539 
0.25349665;386.04920602;-0.26058161;0.09717757;2.02866983;0.34796122;-0.12018633;-0.21015477 
0.25592256;386.30512857;-0.22543031;0.07313525;1.98354471;0.08586670;0.20423838;-0.14917462 
0.25085592;386.55598450;-0.22726056;0.10561214;1.94031227;0.12170634;0.04596368;-0.16451021 
0.24337006;386.79935455;-0.23161477;0.12088273;1.90355361;-0.04284381;0.08242704;-0.10723998 
0.24351811;387.04287267;-0.24459295;0.12422577;1.87931752;-0.07012900;0.10922605;-0.04113888 
0.25209618;387.29496884;-0.20321283;0.15025957;1.87195170;0.77733356;0.13920639;0.06442241 
0.26444697;387.55941582;0.00579109;0.14908445;1.88347733;-0.00527744;0.13166356;0.09493914 
0.23561716;387.79503298;-0.00034559;0.16313553;1.91588855;-0.05662592;0.04993474;0.14452127 
0.25285316;388.04788613;0.00329738;0.16099654;1.95246780;0.17569315;-0.05430866;0.11456664 
0.26347923;388.31136537;0.03611076;0.13528916;1.96202040;0.12811156;-0.13020749;-0.00291252 
0.23421407;388.54557943;0.16651708;0.12118497;1.95502555;0.77969342;-0.20470360;-0.01126512 
0.25295115;388.79853058;0.32054976;0.09571990;1.94707549;0.52865171;0.09237697;0.00648903 
0.24861836;389.04714894;0.34555957;0.09054317;1.94292831;-0.10866141;0.07453646;-0.01493618 
0.24294639;389.29009533;0.27669367;0.09213178;1.95051825;-0.46674964;0.10762189;0.07372265 
0.25542450;389.54551983;0.08587679;0.09726100;1.94475353;-1.10059249;-0.05290032;-0.11265124 
0.25359964;389.79911947;-0.10250541;0.08226770;1.91385746;-0.05457255;-0.08695354;-0.11614612 
